CIDADE,ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE),CRECHE,EJA,ENSINO FUNDAMENTAL,ENSINO Mï¿½DIO,ENSINO Mï¿½DIO INTEGRAL,INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA,PRï¿½-ESCOLA,QUILOMBOLA
BA-ALAGOINHAS,8798.0,179974.0,73536.0,1207258.0,0.0,0.0,0.0,138137.6,0.0,0.0,189760.0,9472.0
BA-ALCOBACA,18126.0,23754.0,39680.0,375006.0,0.0,0.0,0.0,85654.4,0.0,0.0,77698.0,0.0
BA-ALMADINA,0.0,14766.0,14896.0,115448.0,0.0,0.0,0.0,21129.6,0.0,0.0,19596.0,0.0
BA-AMARGOSA,12402.0,114704.0,16640.0,298102.0,0.0,0.0,0.0,31240.0,0.0,0.0,81014.0,0.0
BA-AMELIA RODRIGUES,3392.0,110424.0,26496.0,528204.0,0.0,0.0,0.0,12950.4,0.0,0.0,62890.0,0.0
BA-AMERICA DOURADA,0.0,78538.0,9280.0,184536.0,0.0,0.0,0.0,0.0,0.0,0.0,58016.0,16600.0
BA-ANAGE,4452.0,45582.0,30592.0,271252.0,0.0,0.0,0.0,0.0,0.0,0.0,47594.0,11776.0
BA-ANDARAI,2756.0,25252.0,11264.0,361964.0,17548.0,0.0,0.0,17040.0,0.0,0.0,43514.0,0.0
BA-ANDORINHA,6466.0,46224.0,36160.0,148752.0,0.0,0.0,0.0,11360.0,0.0,0.0,57414.0,0.0
BA-ANGICAL,1484.0,56068.0,5696.0,154874.0,28676.0,0.0,0.0,0.0,0.0,0.0,49650.0,9344.0
BA-ANGUERA,2968.0,44298.0,21184.0,90464.0,0.0,0.0,0.0,0.0,0.0,0.0,22472.0,0.0
BA-ANTAS,0.0,75756.0,17664.0,278300.0,0.0,0.0,0.0,9372.0,0.0,0.0,32152.0,0.0
BA-ANTONIO CARDOSO,0.0,27392.0,24256.0,111096.0,0.0,0.0,0.0,0.0,0.0,0.0,38844.0,22272.0
BA-ANTONIO GONCALVES,0.0,48150.0,10304.0,192214.0,0.0,0.0,0.0,0.0,0.0,0.0,31576.0,36222.0
BA-APORA,0.0,61418.0,19584.0,181440.0,0.0,0.0,0.0,7497.6,0.0,0.0,45286.0,0.0
BA-APUAREMA,4664.0,25466.0,38464.0,153058.0,0.0,0.0,0.0,0.0,0.0,0.0,23426.0,0.0
BA-ARACAS,0.0,47080.0,26176.0,124232.0,0.0,0.0,0.0,22720.0,0.0,0.0,16854.0,68096.0
BA-ARACATU,0.0,40018.0,14784.0,133704.0,0.0,0.0,0.0,39760.0,0.0,0.0,31588.0,29676.0
BA-ARACI,18444.0,125404.0,45696.0,992740.0,0.0,0.0,0.0,26696.0,0.0,0.0,133816.0,0.0
BA-ARAMARI,12296.0,15408.0,30926.0,146628.0,0.0,0.0,0.0,23401.6,0.0,0.0,18868.0,35622.0
BA-ARATACA,1558.2,5992.0,24953.6,80539.2,0.0,0.0,0.0,0.0,0.0,0.0,22078.0,0.0
BA-ARATUIPE,1272.0,20330.0,0.0,78480.0,0.0,0.0,0.0,48052.8,0.0,0.0,29176.0,0.0
BA-AURELINO LEAL,0.0,46010.0,28096.0,293008.0,0.0,0.0,0.0,78838.4,0.0,0.0,41128.0,0.0
BA-BAIANOPOLIS,3625.2,9437.4,4550.4,147159.0,0.0,0.0,0.0,0.0,0.0,0.0,40068.0,0.0
BA-BAIXA GRANDE,1590.0,38734.0,20608.0,229320.0,0.0,0.0,0.0,19084.8,0.0,0.0,46216.0,0.0
BA-BANZAE,2650.0,71048.0,5824.0,195788.0,0.0,0.0,0.0,0.0,0.0,0.0,27902.0,28436.0
BA-BARRA,3604.0,135462.0,32128.0,665496.0,0.0,0.0,0.0,242195.2,0.0,7568.0,165572.0,108544.0
BA-BARRA DA ESTIVA,0.0,25680.0,13184.0,443568.0,0.0,0.0,0.0,0.0,0.0,0.0,66780.0,3712.0
BA-BARRA DO CHOCA,6699.2,105801.6,50739.2,515795.2,0.0,0.0,0.0,41833.2,0.0,0.0,85308.8,0.0
BA-BARRA DO MENDES,0.0,31672.0,3264.0,236212.0,0.0,0.0,0.0,0.0,0.0,0.0,33284.0,33024.0
BA-BARRA DO ROCHA,0.0,28890.0,41792.0,60264.0,0.0,0.0,0.0,21129.6,0.0,0.0,18656.0,0.0
BA-BARREIRAS,43036.0,148050.0,90944.0,573346.8,0.0,0.0,0.0,75544.0,0.0,0.0,302354.0,0.0
BA-BARRO ALTO,0.0,42800.0,3904.0,200696.0,0.0,0.0,0.0,0.0,0.0,0.0,27242.0,49152.0
BA-BARRO PRETO,848.0,61418.0,42048.0,199932.0,0.0,0.0,0.0,0.0,0.0,0.0,31658.0,0.0
BA-BARROCAS,0.0,62274.0,13824.0,478474.0,0.0,0.0,0.0,2158.4,0.0,0.0,40916.0,0.0
BA-BELMONTE,5406.0,89238.0,38784.0,376220.0,33552.0,0.0,1152.0,116440.0,0.0,0.0,71868.0,0.0
BA-BELO CAMPO,13780.0,29532.0,34748.0,236218.0,0.0,0.0,0.0,28172.8,0.0,0.0,36252.0,0.0
BA-BIRITINGA,6148.0,15408.0,79104.0,179422.0,0.0,0.0,0.0,120302.4,0.0,5228.8,57558.0,66538.0
BA-BOA NOVA,5300.0,28890.0,14720.0,280636.0,0.0,0.0,0.0,31808.0,0.0,0.0,39962.0,0.0
BA-BOA VISTA DO TUPIM,0.0,29104.0,8192.0,451044.0,0.0,0.0,0.0,15108.8,0.0,0.0,59196.0,0.0
BA-BOM JESUS DA LAPA,9222.0,243532.0,52992.0,1296216.0,0.0,0.0,0.0,81678.4,0.0,0.0,185540.0,237736.0
BA-BOM JESUS DA SERRA,0.0,20330.0,3456.0,149312.0,0.0,0.0,0.0,25332.8,0.0,0.0,30740.0,0.0
BA-BONINAL,0.0,0.0,0.0,127200.0,7660.8,0.0,0.0,7242.0,0.0,0.0,24422.4,83865.6
BA-BONITO,0.0,50504.0,9536.0,206744.0,0.0,0.0,31232.0,0.0,0.0,5091.2,32754.0,127240.0
BA-BOQUIRA,2226.0,34026.0,1600.0,403014.0,9630.0,0.0,0.0,0.0,0.0,0.0,53120.0,0.0
BA-BOTUPORA,4452.0,21186.0,89506.0,265930.0,10914.0,0.0,0.0,0.0,0.0,0.0,27666.0,0.0
BA-BREJOES,4452.0,56496.0,26368.0,199962.0,0.0,0.0,0.0,24992.0,0.0,0.0,42294.0,0.0
BA-BREJOLANDIA,0.0,7190.4,1792.0,232635.2,0.0,0.0,0.0,0.0,0.0,0.0,21284.8,0.0
BA-BROTAS DE MACAUBAS,0.0,29746.0,5056.0,184660.0,7704.0,0.0,0.0,2158.4,0.0,0.0,36540.0,0.0
BA-BRUMADO,3710.0,68266.0,27584.0,847070.0,0.0,0.0,0.0,0.0,0.0,0.0,153780.0,0.0
BA-BUERAREMA,0.0,20330.0,23296.0,137374.0,0.0,0.0,0.0,30785.6,0.0,0.0,40386.0,0.0
BA-BURITIRAMA,0.0,50076.0,17280.0,322183.8,0.0,0.0,0.0,63616.0,0.0,0.0,58384.8,2073.6
BA-CAATIBA,0.0,24182.0,6976.0,69984.0,0.0,0.0,0.0,0.0,0.0,0.0,17914.0,1792.0
BA-CABACEIRAS DO PARAGUACU,106.0,66982.0,28764.0,221554.0,0.0,0.0,0.0,28400.0,0.0,0.0,50244.0,0.0
BA-CACHOEIRA,0.0,42372.0,13593.6,435722.4,17172.0,0.0,0.0,18786.6,0.0,4876.2,62555.4,184631.4
BA-CACULE,1378.0,54142.0,12864.0,207498.0,33812.0,0.0,0.0,0.0,0.0,0.0,44520.0,0.0
BA-CAEM,5194.0,38734.0,6272.0,128182.0,0.0,0.0,0.0,22720.0,0.0,0.0,25016.0,22486.0
BA-CAETANOS,1378.0,62702.0,7872.0,128520.0,0.0,0.0,0.0,0.0,0.0,0.0,17808.0,0.0
BA-CAETITE,3710.0,99510.0,58496.0,734714.0,0.0,0.0,0.0,103716.8,0.0,0.0,114732.0,6912.0
BA-CAFARNAUM,1696.0,36594.0,8000.0,273136.0,0.0,0.0,0.0,139046.4,0.0,0.0,60922.0,0.0
BA-CAIRU,1908.0,101864.0,15296.0,312796.0,0.0,0.0,0.0,7668.0,0.0,0.0,49610.0,129408.0
BA-CALDEIRAO GRANDE,2968.0,78324.0,31950.0,169084.0,0.0,0.0,0.0,15449.6,0.0,0.0,41468.0,13440.0
BA-CAMACAN,0.0,60990.0,37504.0,296386.0,0.0,0.0,3328.0,105875.2,0.0,0.0,85370.0,0.0
BA-CAMACARI,5724.0,338762.0,246926.0,2548076.0,0.0,0.0,0.0,119166.4,0.0,0.0,434782.0,0.0
BA-CAMAMU,6784.0,96300.0,45952.0,617388.0,0.0,0.0,1408.0,32944.0,0.0,2752.0,98546.0,117926.0
BA-CAMPO ALEGRE DE LOURDES,0.0,29532.0,41920.0,651272.0,0.0,0.0,0.0,46689.6,0.0,0.0,91440.0,0.0
BA-CAMPO FORMOSO,20246.0,165208.0,45824.0,671172.0,0.0,0.0,0.0,328872.0,0.0,40592.0,170034.0,372910.0
BA-CANAPOLIS,0.0,23668.4,6720.0,214016.6,0.0,0.0,0.0,0.0,0.0,0.0,22260.0,0.0
BA-CANARANA,1484.0,78752.0,10624.0,628616.0,0.0,0.0,0.0,0.0,0.0,0.0,60208.0,96762.0
BA-CANAVIEIRAS,3710.0,75542.0,32768.0,338794.0,0.0,0.0,0.0,61344.0,0.0,0.0,96728.0,0.0
BA-CANDEAL,1484.0,19688.0,5760.0,88304.0,0.0,0.0,0.0,34988.8,0.0,0.0,21200.0,0.0
BA-CANDEIAS,0.0,271780.0,78272.0,1566704.0,0.0,0.0,0.0,26241.6,0.0,0.0,187362.0,0.0
BA-CANDIBA,0.0,20544.0,4288.0,136080.0,0.0,0.0,0.0,0.0,0.0,0.0,35024.0,0.0
BA-CANDIDO SALES,636.0,54784.0,62986.0,807270.0,0.0,0.0,0.0,26014.4,0.0,0.0,75436.0,0.0
BA-CANSANCAO,13992.0,110210.0,15552.0,733606.0,0.0,0.0,0.0,51460.8,0.0,0.0,93598.0,5120.0
BA-CANUDOS,0.0,41516.0,19776.0,148608.0,0.0,0.0,0.0,0.0,0.0,0.0,31588.0,0.0
BA-CAPELA DO ALTO ALEGRE,6678.0,428.0,10368.0,167208.0,0.0,0.0,0.0,0.0,0.0,0.0,21518.0,0.0
BA-CAPIM GROSSO,5512.0,84102.0,30528.0,552246.0,0.0,0.0,0.0,97809.6,0.0,0.0,49112.0,6144.0
BA-CARAIBAS,0.0,38520.0,8256.0,112318.0,0.0,0.0,0.0,42600.0,0.0,0.0,27030.0,0.0
BA-CARAVELAS,212.0,96728.0,28608.0,583128.0,0.0,0.0,0.0,33625.6,0.0,0.0,81794.0,3200.0
BA-CARDEAL DA SILVA,742.0,20758.0,20992.0,112032.0,0.0,0.0,0.0,82132.8,0.0,0.0,26818.0,0.0
BA-CARINHANHA,9540.0,28034.0,29248.0,346956.0,0.0,0.0,0.0,171422.4,0.0,3440.0,94958.0,38016.0
BA-CASA NOVA,7950.0,121338.0,53632.0,1353452.0,0.0,0.0,0.0,277297.6,0.0,0.0,189414.0,0.0
BA-CASTRO ALVES,7632.0,63130.0,16448.0,427062.0,7200.0,0.0,0.0,6603.0,0.0,0.0,59148.0,0.0
BA-CATOLANDIA,0.0,13910.0,3072.0,80476.0,0.0,0.0,0.0,6816.0,0.0,0.0,10918.0,0.0
BA-CATU,7950.0,110210.0,55488.0,447196.0,0.0,0.0,0.0,71113.6,0.0,0.0,99470.0,0.0
BA-CATURAMA,954.0,28890.0,34048.0,82766.0,0.0,0.0,0.0,13632.0,0.0,0.0,29740.0,0.0
BA-CENTRAL,0.0,2996.0,22016.0,146736.0,7848.0,0.0,0.0,0.0,0.0,0.0,39644.0,80768.0
BA-CHORROCHO,0.0,59492.0,14784.0,198838.0,0.0,0.0,0.0,37260.8,0.0,0.0,35722.0,0.0
BA-CICERO DANTAS,742.0,51146.0,3008.0,283824.0,0.0,0.0,0.0,192665.6,0.0,0.0,71180.0,0.0
BA-CIPO,0.0,29960.0,16128.0,187200.0,0.0,0.0,0.0,44304.0,0.0,0.0,61490.0,0.0
BA-COARACI,1060.0,68052.0,34432.0,451340.0,0.0,0.0,0.0,28925.4,0.0,0.0,36146.0,0.0
BA-COCOS,0.0,32314.0,0.0,220608.0,0.0,0.0,0.0,0.0,0.0,0.0,52258.0,0.0
BA-CONCEICAO DA FEIRA,0.0,58636.0,16768.0,160056.0,0.0,0.0,0.0,25787.2,0.0,0.0,59202.0,0.0
BA-CONCEICAO DO ALMEIDA,0.0,35524.0,11072.0,184468.0,0.0,0.0,0.0,2840.0,0.0,0.0,35628.0,0.0
BA-CONCEICAO DO COITE,12402.0,84316.0,19584.0,671412.0,0.0,0.0,0.0,47030.4,0.0,0.0,143206.0,8504.0
BA-CONCEICAO DO JACUIPE,0.0,56496.0,15232.0,528226.0,0.0,0.0,0.0,34335.6,0.0,0.0,92922.0,0.0
BA-CONDE,1060.0,115132.0,55168.0,729598.0,0.0,0.0,0.0,0.0,0.0,0.0,111824.0,14520.0
BA-CONDEUBA,0.0,59064.0,18240.0,263756.0,0.0,0.0,0.0,0.0,0.0,0.0,41658.0,7424.0
BA-CONTENDAS DO SINCORA,0.0,25252.0,1216.0,51408.0,0.0,0.0,0.0,0.0,0.0,0.0,13674.0,3584.0
BA-CORACAO DE MARIA,7441.2,48342.6,17683.2,193482.0,0.0,0.0,0.0,20448.0,0.0,0.0,48081.6,0.0
BA-CORDEIROS,742.0,41088.0,1344.0,100456.0,0.0,0.0,0.0,0.0,0.0,0.0,25060.0,0.0
BA-CORIBE,0.0,4494.0,11136.0,260190.0,0.0,0.0,0.0,22720.0,0.0,0.0,50562.0,0.0
BA-CORONEL JOAO SA,0.0,46652.0,216448.0,205200.0,0.0,0.0,0.0,73044.8,0.0,0.0,65636.0,0.0
BA-CORRENTINA,6042.0,29104.0,8576.0,414238.0,15194.0,0.0,0.0,57027.2,0.0,0.0,89676.0,0.0
BA-COTEGIPE,1378.0,41730.0,12800.0,168048.0,0.0,0.0,4824.0,36352.0,0.0,0.0,42188.0,0.0
BA-CRAVOLANDIA,1802.0,14124.0,5760.0,98326.0,0.0,0.0,0.0,0.0,0.0,0.0,10070.0,0.0
BA-CRISOPOLIS,0.0,67410.0,16384.0,255958.0,0.0,0.0,0.0,0.0,0.0,0.0,65168.0,0.0
BA-CRISTOPOLIS,3498.0,16906.0,5120.0,153792.0,0.0,0.0,0.0,0.0,0.0,0.0,37206.0,0.0
BA-CRUZ DAS ALMAS,0.0,131182.0,34880.0,426144.0,0.0,0.0,0.0,31126.4,0.0,0.0,88192.0,29104.0
BA-CURACA,12402.0,112136.0,24384.0,719234.0,0.0,0.0,9612.0,18403.2,0.0,0.0,109286.0,11008.0
BA-DARIO MEIRA,7738.0,80036.0,98304.0,122110.0,0.0,0.0,0.0,11360.0,0.0,0.0,30104.0,0.0
BA-DIAS DAVILA,4558.0,168204.0,94016.0,805342.0,0.0,0.0,0.0,0.0,0.0,0.0,179728.0,0.0
BA-DOM BASILIO,0.0,13696.0,4800.0,118656.0,0.0,0.0,0.0,0.0,0.0,0.0,27878.0,0.0
BA-DOM MACEDO COSTA,954.0,17120.0,7616.0,50708.0,0.0,0.0,0.0,0.0,0.0,0.0,12998.0,0.0
BA-ELISIO MEDRADO,6996.0,30602.0,10006.0,113204.0,0.0,0.0,0.0,0.0,0.0,0.0,32188.0,0.0
BA-ENCRUZILHADA,0.0,52430.0,30464.0,482538.0,0.0,0.0,0.0,38624.0,0.0,0.0,75534.0,0.0
BA-ENTRE RIOS,2650.0,97156.0,84544.0,632250.0,0.0,0.0,0.0,95083.2,0.0,6880.0,87740.0,38016.0
BA-ERICO CARDOSO,0.0,17976.0,24784.0,93446.0,0.0,0.0,0.0,37260.8,0.0,0.0,23108.0,4012.0
BA-ESPLANADA,2756.0,53714.0,51072.0,692452.0,0.0,0.0,0.0,141091.2,0.0,0.0,82044.0,0.0
BA-EUCLIDES DA CUNHA,0.0,198592.0,27072.0,1177458.0,0.0,0.0,51650.0,282977.6,13966.4,0.0,147080.0,0.0
BA-EUNAPOLIS,18020.0,150014.0,99990.0,1752198.0,0.0,0.0,0.0,145408.0,0.0,0.0,239682.0,0.0
BA-FATIMA,0.0,55212.0,10944.0,315810.0,0.0,0.0,0.0,12396.6,0.0,0.0,43884.0,0.0
BA-FEIRA DA MATA,0.0,32956.0,3456.0,53856.0,0.0,0.0,0.0,37488.0,0.0,0.0,14734.0,0.0
BA-FEIRA DE SANTANA,92962.0,609258.0,211648.0,2566432.0,0.0,0.0,0.0,260030.4,0.0,10320.0,746798.0,703160.0
BA-FILADELFIA,2501.6,32314.0,6208.0,292424.0,0.0,0.0,0.0,0.0,0.0,0.0,36196.0,208888.0
BA-FIRMINO ALVES,2014.0,10700.0,0.0,66672.0,0.0,0.0,0.0,0.0,0.0,0.0,18028.0,0.0
BA-FLORESTA AZUL,0.0,28034.0,10880.0,151092.0,0.0,0.0,0.0,9315.2,0.0,0.0,17172.0,0.0
BA-FORMOSA DO RIO PRETO,11342.0,2354.0,18688.0,402134.0,0.0,0.0,0.0,36806.4,0.0,0.0,59470.0,40198.0
BA-GANDU,4526.2,27713.0,18457.6,270846.8,0.0,0.0,0.0,11629.8,0.0,0.0,46512.2,0.0
BA-GAVIAO,0.0,27820.0,14528.0,92800.0,0.0,0.0,0.0,0.0,0.0,0.0,12842.0,0.0
BA-GENTIO DO OURO,0.0,25680.0,1280.0,121246.0,0.0,0.0,0.0,21016.0,0.0,0.0,26500.0,10240.0
BA-GLORIA,4876.0,21614.0,14848.0,178022.0,0.0,0.0,0.0,16017.6,0.0,0.0,51834.0,0.0
BA-GONGOGI,9646.0,23968.0,18816.0,67894.0,0.0,0.0,0.0,0.0,0.0,0.0,17914.0,0.0
BA-GOVERNADOR MANGABEIRA,4558.0,39376.0,24256.0,315088.0,0.0,0.0,0.0,0.0,0.0,0.0,64660.0,0.0
BA-GUAJERU,3922.0,8346.0,8000.0,74808.0,0.0,0.0,0.0,0.0,0.0,0.0,17172.0,0.0
BA-GUANAMBI,17490.0,120696.0,50560.0,1220810.0,0.0,0.0,0.0,45099.2,0.0,0.0,196100.0,0.0
BA-GUARATINGA,159.0,53735.4,32659.2,304021.8,0.0,0.0,0.0,48507.2,0.0,0.0,47604.6,0.0
BA-HELIOPOLIS,0.0,38734.0,11968.0,288628.0,0.0,0.0,0.0,0.0,0.0,0.0,29840.0,79142.0
BA-IACU,18020.0,76398.0,48124.0,572862.0,0.0,0.0,0.0,17267.2,0.0,0.0,82342.0,0.0
BA-IBIASSUCE,2014.0,0.0,9472.0,128394.0,0.0,0.0,0.0,0.0,0.0,0.0,20140.0,10496.0
BA-IBICARAI,2968.0,63558.0,21248.0,262590.0,0.0,0.0,0.0,41350.4,0.0,0.0,47170.0,0.0
BA-IBICOARA,8798.0,3638.0,13120.0,250982.0,0.0,0.0,0.0,0.0,0.0,0.0,103390.0,0.0
BA-IBICUI,0.0,36166.0,16384.0,145440.0,0.0,0.0,0.0,0.0,0.0,0.0,32384.0,0.0
BA-IBIPEBA,0.0,0.0,8832.0,286756.0,0.0,0.0,0.0,32489.6,0.0,0.0,37418.0,32768.0
BA-IBIPITANGA,4558.0,36808.0,9984.0,237536.0,0.0,0.0,0.0,0.0,0.0,0.0,36146.0,0.0
BA-IBIQUERA,0.0,32314.0,3584.0,41904.0,0.0,0.0,0.0,40441.6,0.0,0.0,5406.0,0.0
BA-IBIRAPITANGA,0.0,99724.0,47680.0,332994.0,0.0,0.0,0.0,54414.4,0.0,0.0,84906.0,0.0
BA-IBIRAPUA,0.0,26536.0,7360.0,173732.0,0.0,0.0,0.0,2215.2,0.0,0.0,26394.0,19712.0
BA-IBIRATAIA,1526.4,44298.0,43603.2,238384.8,0.0,0.0,0.0,61344.0,0.0,0.0,52599.6,0.0
BA-IBITIARA,0.0,27734.4,614.4,101548.8,0.0,0.0,0.0,0.0,0.0,0.0,27560.0,9625.6
BA-IBITITA,2120.0,26964.0,4928.0,149472.0,0.0,0.0,0.0,65092.8,0.0,0.0,39644.0,60160.0
BA-IBOTIRAMA,9826.2,101115.0,9331.2,433380.6,0.0,0.0,0.0,37970.8,0.0,0.0,72694.8,0.0
BA-ICHU,2014.0,32314.0,2560.0,101182.0,0.0,0.0,0.0,10451.2,0.0,0.0,15900.0,13660.0
BA-IGAPORA,530.0,0.0,5376.0,119376.0,0.0,0.0,0.0,0.0,0.0,0.0,53954.0,20608.0
BA-IGRAPIUNA,0.0,28248.0,19584.0,272852.0,20544.0,0.0,0.0,12496.0,0.0,0.0,48962.0,31596.0
BA-IGUAI,0.0,9844.0,43840.0,522656.0,0.0,0.0,0.0,0.0,0.0,0.0,86922.0,0.0
BA-ILHEUS,44361.0,116523.0,112032.0,513605.2,0.0,0.0,0.0,184784.6,0.0,0.0,272646.0,0.0
BA-INHAMBUPE,0.0,60990.0,48960.0,382508.0,15622.0,0.0,0.0,26809.6,0.0,0.0,123746.0,0.0
BA-IPECAETA,0.0,50846.4,72806.4,128368.8,0.0,0.0,0.0,75444.6,0.0,0.0,53634.6,0.0
BA-IPIAU,1166.0,170130.0,22912.0,527944.0,0.0,0.0,0.0,0.0,0.0,0.0,88298.0,0.0
BA-IPIRA,4876.0,90736.0,43968.0,590954.0,0.0,0.0,0.0,48393.6,0.0,0.0,146858.0,0.0
BA-IPUPIARA,0.0,48792.0,5888.0,211762.0,0.0,0.0,0.0,0.0,0.0,0.0,26648.0,0.0
BA-IRAJUBA,0.0,10015.2,15974.4,100502.4,0.0,0.0,0.0,0.0,0.0,0.0,14818.8,0.0
BA-IRAMAIA,0.0,0.0,21632.0,127800.0,0.0,0.0,0.0,19539.2,0.0,0.0,24804.0,0.0
BA-IRAQUARA,20246.0,47722.0,17792.0,255256.0,0.0,0.0,0.0,0.0,0.0,0.0,54272.0,43102.0
BA-IRARA,4558.0,102506.0,41856.0,402754.0,7490.0,0.0,0.0,59640.0,0.0,19195.2,49396.0,182962.0
BA-IRECE,32966.0,136318.0,54400.0,1013802.0,28964.0,0.0,0.0,30899.2,0.0,0.0,156762.0,0.0
BA-ITABELA,29680.0,22042.0,36352.0,345096.0,0.0,0.0,0.0,93947.2,0.0,0.0,82786.0,0.0
BA-ITABERABA,24062.0,182970.0,66176.0,1054140.0,0.0,0.0,0.0,0.0,0.0,0.0,142184.0,0.0
BA-ITABUNA,51728.0,190674.0,103488.0,1302446.0,0.0,0.0,0.0,115872.0,0.0,0.0,309342.0,0.0
BA-ITACARE,11024.0,67624.0,62144.0,251564.0,0.0,0.0,0.0,11360.0,0.0,0.0,73140.0,41272.0
BA-ITAETE,0.0,57138.0,4736.0,172078.0,0.0,0.0,0.0,0.0,0.0,0.0,47276.0,0.0
BA-ITAGI,6784.0,35096.0,13888.0,140976.0,0.0,0.0,0.0,0.0,0.0,0.0,36570.0,0.0
BA-ITAGIBA,8904.0,12412.0,19584.0,295870.0,0.0,0.0,0.0,31921.6,0.0,0.0,38372.0,0.0
BA-ITAGIMIRIM,667.8,24652.8,27261.0,127422.0,0.0,0.0,0.0,29323.0,0.0,0.0,22203.0,0.0
BA-ITAGUACU DA BAHIA,222.6,599.2,6227.2,98081.2,0.0,0.0,0.0,22081.0,0.0,9632.0,26934.6,38617.6
BA-ITAJU DO COLONIA,0.0,33384.0,12608.0,87192.0,0.0,0.0,8448.0,57822.4,0.0,0.0,15798.0,0.0
BA-ITAJUIPE,3180.0,22042.0,49664.0,334898.0,0.0,0.0,0.0,57027.2,0.0,0.0,46640.0,0.0
BA-ITAMARAJU,19186.0,159216.0,44424.0,1190588.0,0.0,0.0,7424.0,60208.0,0.0,0.0,166142.0,0.0
BA-ITAMARI,0.0,23283.2,8396.8,101528.0,0.0,0.0,0.0,11842.8,0.0,0.0,26260.8,0.0
BA-ITAMBE,6868.8,51231.6,39340.8,511243.2,0.0,0.0,0.0,80315.2,0.0,0.0,70167.6,0.0
BA-ITANAGRA,1696.0,17976.0,16000.0,69352.0,0.0,0.0,0.0,0.0,0.0,0.0,31456.0,0.0
BA-ITANHEM,954.0,31030.0,69504.0,267798.0,0.0,0.0,0.0,3521.6,0.0,0.0,45050.0,8576.0
BA-ITAPARICA,7526.0,44726.0,22464.0,264126.0,0.0,0.0,0.0,77816.0,0.0,0.0,47276.0,0.0
BA-ITAPE,0.0,34668.0,14080.0,282446.0,0.0,0.0,0.0,0.0,0.0,0.0,32740.0,0.0
BA-ITAPEBI,0.0,33170.0,16000.0,190054.0,0.0,0.0,0.0,53505.6,0.0,0.0,28684.0,0.0
BA-ITAPETINGA,2862.0,146162.0,70080.0,833200.0,0.0,0.0,0.0,99740.8,0.0,0.0,145112.0,0.0
BA-ITAPICURU,0.0,15622.0,30528.0,418896.0,4536.0,0.0,0.0,38964.8,0.0,0.0,89252.0,0.0
BA-ITAPITANGA,318.0,30816.0,25344.0,241168.0,0.0,0.0,0.0,13291.2,0.0,0.0,20458.0,0.0
BA-ITAQUARA,0.0,22256.0,9088.0,108376.0,0.0,0.0,0.0,36920.0,0.0,0.0,23898.0,0.0
BA-ITARANTIM,0.0,45582.0,0.0,355576.0,0.0,0.0,0.0,52256.0,0.0,0.0,43460.0,0.0
BA-ITATIM,3286.0,119626.0,52160.0,203434.0,0.0,0.0,0.0,0.0,0.0,0.0,47488.0,0.0
BA-ITIRUCU,3392.0,57566.0,8512.0,146868.0,0.0,0.0,0.0,19312.0,0.0,0.0,24170.0,0.0
BA-ITIUBA,47318.4,154272.6,28857.6,713444.4,0.0,0.0,0.0,147410.2,0.0,0.0,97597.8,0.0
BA-ITORORO,0.0,35524.0,31872.0,275650.0,0.0,0.0,0.0,38624.0,0.0,0.0,55182.0,1664.0
BA-ITUACU,5300.0,59278.0,7616.0,226102.0,0.0,0.0,0.0,13632.0,0.0,0.0,45544.0,0.0
BA-ITUBERA,2671.2,41730.0,11827.2,260456.4,0.0,0.0,0.0,9712.8,0.0,0.0,38605.2,38068.8
BA-IUIU,3392.0,62274.0,41408.0,294982.0,0.0,0.0,0.0,11076.0,0.0,0.0,27666.0,0.0
BA-JABORANDI,1590.0,0.0,1408.0,170950.0,0.0,0.0,0.0,0.0,0.0,0.0,30528.0,0.0
BA-JACARACI,5194.0,56282.0,4928.0,120600.0,0.0,0.0,0.0,0.0,0.0,0.0,26712.0,0.0
BA-JACOBINA,10388.0,149372.0,47650.0,650240.0,0.0,0.0,0.0,63048.0,0.0,0.0,183176.0,0.0
BA-JAGUAQUARA,23850.0,84958.0,27840.0,468142.0,0.0,0.0,0.0,0.0,0.0,0.0,123914.0,37310.0
BA-JAGUARARI,2226.0,77896.0,31710.0,297356.0,0.0,0.0,0.0,44417.6,0.0,0.0,68052.0,0.0
BA-JAGUARIPE,0.0,23112.0,42624.0,241128.0,0.0,0.0,0.0,0.0,0.0,0.0,87820.0,0.0
BA-JANDAIRA,0.0,61418.0,11072.0,247546.0,0.0,0.0,0.0,37488.0,0.0,0.0,36676.0,0.0
BA-JEQUIE,47912.0,245672.0,142579.2,1647700.0,0.0,0.0,0.0,133366.4,0.0,0.0,211776.0,54528.0
BA-JEREMOABO,0.0,128849.4,34272.0,402139.8,0.0,0.0,0.0,22152.0,0.0,0.0,90111.6,12096.0
BA-JIQUIRICA,10600.0,15194.0,15680.0,159210.0,0.0,0.0,0.0,37260.8,0.0,0.0,40704.0,0.0
